,b1-nummer,Naam,District,Verkiezingdatum,Vermogen,margin,Sterfdatum,Vermogen_deflated
268,01238,H. Seret,Gorinchem,15/06/1886,4436.6,0.147054177854999,23-12-1912,3955.63812970069
269,00433,B.J.L. van Geer van Jutphaas,Gorinchem,15/06/1886,237120.17,0.143263307534355,04-08-1903,230821.416567327
270,01556,W.P. Vis,Middelburg,10/06/1862,0,0.068181818181818,20-02-1899,0
271,00414,G.A. Fokker,Middelburg,22/01/1868,110826.79,0.081559374198513,24-08-1878,76288.3942394026
272,00368,D. van Eck,Middelburg,22/01/1868,236765.67,0.080789946140036,13-03-1895,247212.051302418
273,00368,D. van Eck,Middelburg,12/06/1877,236765.67,0.174081237911025,13-03-1895,247212.051302418
274,00598,P.C. 't Hooft,Middelburg,12/06/1883,,0.141552511415525,18-11-1921,
275,01166,P.H. Saaymans Vader,Goes,14/06/1864,,0.050438596491228,18-03-1891,
276,01166,P.H. Saaymans Vader,Goes,22/01/1868,,0.166349809885932,18-03-1891,
277,01166,P.H. Saaymans Vader,Goes,08/06/1875,,0.1504,18-03-1891,
278,01177,A.F. de Savornin Lohman,Goes,10/06/1879,141708.44,0.08601521357519,11-06-1924,84837.2657031743
279,01177,A.F. de Savornin Lohman,Goes,24/06/1879,141708.44,0.147855530474041,11-06-1924,84837.2657031743
280,01050,J.L.C. Pompe van Meerdervoort,Goes,15/06/1886,-6331.17,0.02318571759796,29-11-1918,-4024.76391558266
281,01177,A.F. de Savornin Lohman,Goes,15/06/1886,141708.44,0.00602828657547,11-06-1924,84837.2657031743
282,01203,A. van Schimmelpenninck van der Oye,Goes,29/06/1886,2103725.7,0.075933864053889,19-06-1918,1337351.43514451
283,01177,A.F. de Savornin Lohman,Goes,29/06/1886,141708.44,0.074300877730149,11-06-1924,84837.2657031743
284,00684,J.J. van Kerkwijk,Zierikzee,12/02/1863,319236.01,0.035023041474654,21-05-1901,285890.363771386
285,00497,N.R.H. Guljé,Breda,25/02/1862,88957.915,0.106106106106106,05-07-1885,78166.6827207901
286,00497,N.R.H. Guljé,Breda,22/01/1868,88957.915,0.015640467234211,05-07-1885,78166.6827207901
287,00592,P.J.J. Hollingérus Pijpers,Breda,22/01/1868,1415.43,0.005345476143338,17-01-1886,1292.50442160326
288,00299,J.H.A. Diepen,Zevenbergen,23/04/1878,95705.29,0.060298507462687,08-11-1898,97661.9014593718
289,01522,R. van der Werk,Zevenbergen,07/05/1878,96000.41,0.050728862973761,23-01-1926,57473.0220076071
290,01522,R. van der Werk,Zevenbergen,14/06/1881,96000.41,0.009287925696594,23-01-1926,57473.0220076071
291,01522,R. van der Werk,Zevenbergen,28/06/1881,96000.41,0.031773541305604,23-01-1926,57473.0220076071
292,00481,P. Gouverneur,Tilburg,08/06/1852,,0.004178272980501,12-03-1860,
293,00642,F.J. Jespers,Tilburg,17/05/1853,,0.07516960651289,08-02-1871,
294,00078,C.C.A. Beens,Tilburg,17/05/1853,117229.005,0.058344640434193,10-02-1887,111454.177189044
295,00078,C.C.A. Beens,Tilburg,03/02/1864,117229.005,0.118191161356629,10-02-1887,111454.177189044
296,00078,C.C.A. Beens,Tilburg,30/10/1866,117229.005,0.055800976517089,10-02-1887,111454.177189044
297,01414,J.B.A.J.M. Verheyen,Tilburg,30/10/1866,77284.135,0.054173448035341,11-01-1898,78864.1419585353
298,00057,B.M. Bahlmann,Tilburg,23/11/1880,,0.005732712289502,13-05-1898,
299,00057,B.M. Bahlmann,Tilburg,07/12/1880,,0.177029702970297,13-05-1898,
300,00186,J.B. Bots,Eindhoven,17/05/1853,,0.103344481605351,02-03-1874,
301,00681,J.F. van der Heyde,Eindhoven,17/05/1853,,0.023076923076923,12-02-1870,
302,00063,C.A.H. Barge,Eindhoven,10/06/1879,-701.62,0.161528976572133,25-09-1919,-369.780723062942
303,00827,C. de Limpens,Maastricht,27/08/1850,,0.068992248062016,23-08-1866,
304,00167,E.J.H. Borret,Maastricht,27/08/1850,,0.064341085271318,10-11-1867,
305,00870,P.T. van der Maesen de Sombreff,Maastricht,22/01/1868,59367.64,0.039633391132029,14-11-1902,53770.7741876849
306,00113,C.A. van Bieberstein Rogalla Zawadsky,Maastricht,22/01/1868,697415.21,0.035174634629676,31-10-1880,512094.275509753
307,00993,M.V. Nijst,Maastricht,03/02/1880,247924.405,0.069035532994924,24-06-1882,181492.199384624
308,00839,P.L. de Lom de Berg,Roermond,27/08/1850,,0.045009784735812,31-12-1873,
309,01581,J.J.A. van Wylick,Roermond,27/08/1850,31876,0.043542074363992,26-06-1879,23563.1168409192
310,,F.G.J. van Rijckevorsel van Kessel,Den Bosch,27/08/1850,,0.075791227096058,,
311,01054,J.H.H. de Poorter,Den Bosch,11/09/1850,,0.004234724742892,31-03-1870,
312,00607,S. van Houten,Groningen,06/03/1888,450750.19,0.094015365952285,14-10-1930,277948.342811287
313,01391,J.D. Veegens,Groningen,06/03/1888,46534.3,0.07369591589163,27-12-1910,42844.3120616767
314,01404,S. van Velzen jr.,Zuidhorn,06/03/1888,189056.02,0.008970218873341,13-02-1913,172311.001639531
315,01191,J. Schepel,Appingedam,06/03/1888,20128.53,0.152181042964907,02-03-1909,18647.070200821
316,01191,J. Schepel,Appingedam,09/06/1891,20128.53,0.182718271827183,02-03-1909,18647.070200821
317,00057,D.R. Mansholt,Winschoten,06/03/1888,,0.002812374447569,13-05-1898,
318,00326,F. Domela Nieuwenhuis,Schoterland,09/06/1891,63423.29,0.063059033989267,18-11-1919,33426.5129774388
319,00996,R.K. Okma,Wolvega,06/03/1888,,0.074739829706717,06-05-1915,
320,00076,G.J.T. Beelaerts van Blokland,Steenwijk,10/04/1894,286116.44,0.048836147877682,14-03-1897,294911.141635687
321,01269,H. Smeenge,Meppel,09/06/1891,,0.183282980866062,09-05-1935,
322,00042,T.A.J. van Asch van Wijck,Kampen,06/03/1888,-101524.62,0.176470588235294,09-09-1902,-91953.417998602
323,00293,A. van Dedem,Ommen,06/03/1888,,0.147905098435134,01-03-1931,
324,,E. van Weede van Dijkveld,Ommen,09/06/1891,,0.039100684261975,,
325,00282,W.C.J.J. Cremers,Almelo,09/06/1891,725366.44,0.135288065843621,24-05-1906,662301.044440177
326,01180,H.J.A.M. Schaepman,Almelo,23/07/1891,,0.131797235023041,21-01-1903,
327,00438,W.J. Geertsema,Enschede,09/06/1891,,0.051923968474734,07-08-1902,
328,00438,W.J. Geertsema,Enschede,23/06/1891,,0.027075812274368,07-08-1902,
329,01483,A.F. Vos de Wael,Enschede,10/04/1894,212190.04,0.030490956072352,13-03-1902,192185.889917737
330,01483,A.F. Vos de Wael,Enschede,24/04/1894,212190.04,0.063355296502788,13-03-1902,192185.889917737
331,01203,A. van Schimmelpenninck van der Oye,Lochem,06/03/1888,2103725.7,0.022783035401332,19-06-1918,1337351.43514451
332,00197,C.M. Brantsen,Lochem,30/10/1888,690374,0.003436426116838,14-01-1909,639562.473902547
333,01130,W. Rooseboom,Arnhem,06/03/1888,251187.84,0.109188773548635,06-03-1920,122929.533927962
334,01113,P. Rink,Arnhem,10/04/1894,220457,0.117177656446871,06-08-1941,144618.618990328
335,00057,B.M. Bahlmann,Elst,06/03/1888,,0.043664996420902,13-05-1898,
336,00294,G.W. van Dedem,Elst,09/06/1891,80230.25,0.058927311220889,18-03-1911,74476.2421494515
337,00065,W.H.J.T. van Basten van Batenburg,Elst,10/04/1894,,0.195325542570952,02-10-1936,
338,00065,W.H.J.T. van Basten van Batenburg,Elst,12/06/1894,,0.118571428571429,02-10-1936,
339,00065,W.H.J.T. van Basten van Batenburg,Elst,26/06/1894,,0.007724719101124,02-10-1936,
340,00833,C.M.E. van Löben Sels,Ede,10/04/1894,,0.103957783641161,18-03-1923,
341,01204,J.E.N. van Schimmelpenninck van der Oye,Amersfoort,09/06/1891,,0.090056285178236,11-04-1914,
342,01204,J.E.N. van Schimmelpenninck van der Oye,Amersfoort,23/06/1891,,0.189941625505164,11-04-1914,
343,00245,W.K.F.P. graaf van Bylandt,Apeldoorn,10/04/1894,,0.116182572614108,04-07-1924,
344,00245,W.K.F.P. graaf van Bylandt,Apeldoorn,24/04/1894,,0.165449076063601,04-07-1924,
345,01118,J. Roëll,Utrecht,06/03/1888,583211.25,0.006827309236948,13-07-1914,506518.970768037
346,01118,J. Roëll,Utrecht,09/06/1891,583211.25,0.023172650550708,13-07-1914,506518.970768037
347,01135,W.J. Royaards van den Ham,Breukelen,10/04/1894,2517738.19,0.166951177876408,02-03-1897,2595128.90609386
348,01070,J.H.J. Quarles van Ufford,Hilversum,26/01/1897,196416.19,0.036095577020844,27-04-1917,133095.71134331
349,01444,D. Visser van Hazerswoude,Enkhuizen,06/03/1888,,0.182519280205656,04-10-1890,
350,01613,J. Zijp,Enkhuizen,28/10/1890,54541.84,0.167669819432502,17-09-1897,56218.3574677184
351,00666,W. van der Kaay,Alkmaar,09/06/1891,6642.13,0.094944150499706,29-07-1918,4222.44311029542
352,00666,W. van der Kaay,Alkmaar,23/06/1891,6642.13,0.180757323172184,29-07-1918,4222.44311029542
353,00781,S.T. Land,Den Helder,06/03/1888,-14905.35,0.036,07-10-1894,-15387.2536165645
354,01293,A.P. Staalman,Den Helder,30/10/1894,,0.144647519582245,06-03-1938,
355,01293,A.P. Staalman,Den Helder,13/11/1894,,0.111209570225964,06-03-1938,
356,00279,J.T. Cremer,Amsterdam,06/03/1888,,0.032042088680493,14-08-1923,
357,00462,J.G. Gleichman,Amsterdam,06/03/1888,663355.45,0.030749110148395,30-04-1906,605681.464075018
358,00458,A. Gildemeester,Amsterdam,06/03/1888,104918,0.030288393659947,12-03-1901,93958.8400010585
359,00682,A. Kerdijk,Amsterdam,06/03/1888,,0.028415804061736,14-03-1905,
360,01339,J.P.R. Tak van Poortvliet,Amsterdam,06/03/1888,1515387.13,0.028371218595112,26-01-1904,1368528.36052922
361,00525,A.F.K. Hartogh,Amsterdam,06/03/1888,299479.575,0.027531525640359,13-02-1901,268197.577832307
362,00553,B.H. Heldt,Amsterdam,06/03/1888,942,0.026216254374949,13-01-1914,818.127000231032
363,01148,J.W.H. Rutgers van Rozenburg,Amsterdam,06/03/1888,932582.27,0.026008188864037,31-10-1902,844663.366298688
364,01391,J.D. Veegens,Amsterdam,06/03/1888,46534.3,0.001887451420419,27-12-1910,42844.3120616767
365,00553,B.H. Heldt,Amsterdam,09/06/1891,942,0.057780015686882,13-01-1914,818.127000231032
366,00279,J.T. Cremer,Amsterdam,09/06/1891,,0.045772772607993,14-08-1923,
367,00682,A. Kerdijk,Amsterdam,09/06/1891,,0.045491958052115,14-03-1905,
368,00525,A.F.K. Hartogh,Amsterdam,09/06/1891,299479.575,0.044475215694629,13-02-1901,268197.577832307
369,01339,J.P.R. Tak van Poortvliet,Amsterdam,09/06/1891,1515387.13,0.043381007252762,26-01-1904,1368528.36052922
370,01148,J.W.H. Rutgers van Rozenburg,Amsterdam,09/06/1891,932582.27,0.042780645098818,31-10-1902,844663.366298688
371,00071,W.H. de Beaufort,Amsterdam,09/06/1891,,0.041870418607354,02-04-1918,
372,00809,I.A. Levy,Amsterdam,09/06/1891,48705,0.041221640150672,17-03-1920,23835.8789579997
373,00462,J.G. Gleichman,Amsterdam,09/06/1891,663355.45,0.039778834329095,30-04-1906,605681.464075018
374,00553,B.H. Heldt,Amsterdam,10/04/1894,942,0.035960214231064,13-01-1914,818.127000231032
375,00525,A.F.K. Hartogh,Amsterdam,10/04/1894,299479.575,0.031171675065298,13-02-1901,268197.577832307
376,00682,A. Kerdijk,Amsterdam,10/04/1894,,0.030696778619107,14-03-1905,
377,01339,J.P.R. Tak van Poortvliet,Amsterdam,10/04/1894,1515387.13,0.027504419175263,26-01-1904,1368528.36052922
378,00279,J.T. Cremer,Amsterdam,10/04/1894,,0.024259293459621,14-08-1923,
379,01491,W.K.M. Vrolik,Amsterdam,10/04/1894,75097.99,0.010289423000818,05-10-1904,67820.1148070592
380,01375,M.W.F. Treub,Amsterdam,10/04/1894,70949.45,0.009471545787932,24-07-1931,46542.4617089451
381,00462,J.G. Gleichman,Amsterdam,10/04/1894,663355.45,0.001279582091127,30-04-1906,605681.464075018
382,01148,J.W.H. Rutgers van Rozenburg,Amsterdam,10/04/1894,932582.27,0.000461704878242,31-10-1902,844663.366298688
383,00164,J.W.G. Boreel van Hogelanden,Beverwijk,09/06/1891,,0.008397715821297,16-07-1937,
384,00164,J.W.G. Boreel van Hogelanden,Beverwijk,23/06/1891,,0.064169481117593,16-07-1937,
385,01339,J. van Loenen Martinet,Beverwijk,20/06/1893,1515387.13,0.002718446601942,26-01-1904,1368528.36052922
386,01091,F.J.M.A. Reekers,Haarlemmermeer,06/03/1888,234556,0.102809706257982,27-05-1922,120529.531796122
387,01091,F.J.M.A. Reekers,Haarlemmermeer,20/03/1888,234556,0.187711006076975,27-05-1922,120529.531796122
388,01091,F.J.M.A. Reekers,Haarlemmermeer,09/06/1891,234556,0.098059964726631,27-05-1922,120529.531796122
389,01091,F.J.M.A. Reekers,Haarlemmermeer,23/06/1891,234556,0.08245382585752,27-05-1922,120529.531796122
390,00334,J.H. Donner,Katwijk,06/03/1888,29614.65,0.004261363636364,31-08-1903,28827.9797713775
391,00334,J.H. Donner,Katwijk,20/03/1888,29614.65,0.079295154185022,31-08-1903,28827.9797713775
392,00334,J.H. Donner,Katwijk,09/06/1891,29614.65,0.00384047267356,31-08-1903,28827.9797713775
393,00334,J.H. Donner,Katwijk,23/06/1891,29614.65,0.152522255192878,31-08-1903,28827.9797713775
394,01510,O.J.E. van Wassenaer van Catwijck,Gouda,15/05/1888,865244.75,0.138473642800944,06-11-1939,642819.512336347
395,00530,J.P. Havelaar,Gouda,24/11/1891,104194.63,0.102459016393443,07-04-1918,66237.1705421726
396,01404,S. van Velzen jr.,Bodegraven,06/03/1888,189056.02,0.01962457337884,13-02-1913,172311.001639531
397,00833,C.M.E. van Löben Sels,Bodegraven,10/04/1894,,0.068776865963267,18-03-1923,
398,00071,W.H. de Beaufort,Delft,10/04/1894,,0.117675083373035,02-04-1918,
399,01022,J.G. Patijn,Schiedam,06/03/1888,716511,0.165084605860503,27-03-1911,665123.774869774
400,01022,J.G. Patijn,Schiedam,20/03/1888,716511,0.09255450431921,27-03-1911,665123.774869774
401,00163,A.P.R.C. van Borch van Verwolde,Schiedam,20/11/1888,345281.52,0.056808688387636,11-05-1919,181976.639955919
402,00462,J.G. Gleichman,Schiedam,09/06/1891,663355.45,0.101198402130493,30-04-1906,605681.464075018
403,00826,O.J.H. graaf van Limburg Stirum,Schiedam,10/04/1894,,0.068249258160237,15-07-1909,
404,00826,O.J.H. graaf van Limburg Stirum,Schiedam,24/04/1894,,0.059990978800181,15-07-1909,
405,00889,R.P. Mees R.Az.,Rotterdam,06/03/1888,366416.12,0.07254329636116,04-06-1915,318232.400309866
406,01424,H.C. Verniers van der Loeff,Rotterdam,06/03/1888,234413.34,0.071336835960304,22-01-1891,222306.164876163
407,01437,W.A. Viruly Verbrugge,Rotterdam,06/03/1888,564769.07,0.069702276707531,10-12-1908,490452.8920421
408,01130,W. Rooseboom,Rotterdam,06/03/1888,251187.84,0.066588830511773,06-03-1920,122929.533927962
409,00810,H.D. Levyssohn Norman,Rotterdam,06/03/1888,63137.36,0.053940455341506,07-12-1892,60073.1783086076
410,01204,R.J. graaf van Schimmelpenninck,Den Haag,06/03/1888,,0.017913072146821,11-04-1914,
411,00680,L.J.S. van Kempen,Den Haag,06/03/1888,787279.31,0.010769822517721,15-05-1910,724851.1407143
412,00483,L.G. Greeve,Den Haag,06/03/1888,-3976.6,0.009890653332601,01-10-1889,-3772.44904432415
413,00264,J.F.W. Conrad,Den Haag,09/06/1891,46901.34,0.022075764882388,12-08-1902,42479.7307462421
414,01067,J.M. Pijnacker Hordijk,Den Haag,09/06/1891,1673508,0.01414563574988,09-08-1918,1063859.38315334
415,00498,H.D. Guyot,Den Haag,09/06/1891,157637.66,0.014038471842683,06-05-1912,140548.51430663
416,00108,J.G.S. Bevers,Den Haag,11/05/1894,-4366.5,0.078879395986489,05-01-1909,-4045.12560191356
417,00500,S.M.H. van Gijn,Dordrecht,26/03/1889,1548611.47,0.076804915514593,24-09-1937,1240166.2749773
418,01238,H. Seret,Gorinchem,06/03/1888,4436.6,0.0810461737165,23-12-1912,3955.63812970069
419,01238,H. Seret,Gorinchem,09/06/1891,4436.6,0.126491646778043,23-12-1912,3955.63812970069
420,00433,B.J.L. van Geer van Jutphaas,Sliedrecht,06/03/1888,237120.17,0.123316796598157,04-08-1903,230821.416567327
421,00433,B.J.L. van Geer van Jutphaas,Sliedrecht,09/06/1891,237120.17,0.185987721198989,04-08-1903,230821.416567327
422,00766,A. Kuyper,Sliedrecht,24/04/1894,196020,0.034749034749035,08-11-1920,95930.7872568957
423,00691,L.W.C. Keuchenius,Goes,18/03/1890,-8049.76,0.146242132543502,17-12-1893,-8129.32157714465
424,00691,L.W.C. Keuchenius,Goes,09/06/1891,-8049.76,0.135522179531959,17-12-1893,-8129.32157714465
425,01228,J.H.J. Schreinemacher,Maastricht,15/05/1888,-1765,0.146946564885496,02-06-1892,-1679.34103856564
426,01269,C. Schreinemacher,Maastricht,28/06/1892,,0.054095826893354,09-05-1935,
427,01143,L.F.H.C. Ruland,Gulpen,06/03/1888,135971.01,0.171635777598711,04-07-1903,132359.137311222
428,00999,J.E.H.W. van Olne,Roermond,18/06/1889,,0.116710875331565,09-04-1891,
429,01180,H.J.A.M. Schaepman,Amsterdam I,15/06/1897,,0.030542579949695,21-01-1903,
430,00486,H.F. Groen van Waarder,Amsterdam II,15/06/1897,712206.54,0.009615384615385,01-10-1904,643185.380982079
431,00486,H.F. Groen van Waarder,Amsterdam II,25/06/1897,712206.54,0.054972205064855,01-10-1904,643185.380982079
432,00525,A.F.K. Hartogh,Amsterdam III,15/06/1897,299479.575,0.120257695060845,13-02-1901,268197.577832307
433,01034,N.G. Pierson,Amsterdam V,15/06/1897,,0.061752988047809,24-12-1909,
434,00553,B.H. Heldt,Amsterdam VII,15/06/1897,942,0.115671641791045,13-01-1914,818.127000231032
435,00983,P. Nolting,Amsterdam VIII,15/06/1897,1166,0.045893719806763,06-07-1923,678.2984960134
436,00245,W.K.F.P. graaf van Bylandt,Apeldoorn,15/06/1897,,0.059888866021815,04-07-1924,
437,01191,J. Schepel,Appingedam,15/06/1897,20128.53,0.036718610066273,02-03-1909,18647.070200821
438,00299,A. van Delden,Deventer,15/06/1897,95705.29,0.096448409358694,08-11-1898,97661.9014593718
439,00568,H.F. Hesselink van Suchtelen,Doetinchem,15/06/1897,,0.101149739939776,10-05-1934,
440,00568,H.F. Hesselink van Suchtelen,Doetinchem,25/06/1897,,0.01981981981982,10-05-1934,
441,00815,F. Lieftinck,Franeker,15/06/1897,140421.18,0.047541428959522,07-07-1917,95152.3234401757
442,00815,F. Lieftinck,Franeker,25/06/1897,140421.18,0.116069416272256,07-07-1917,95152.3234401757
443,00264,J.F.W. Conrad,Den Haag II,15/06/1897,46901.34,0.048163082437276,12-08-1902,42479.7307462421
444,00264,J.F.W. Conrad,Den Haag II,25/06/1897,46901.34,0.125026090586516,12-08-1902,42479.7307462421
445,01067,J.M. Pijnacker Hordijk,Den Haag III,15/06/1897,1673508,0.115222249813757,09-08-1918,1063859.38315334
446,01067,J.M. Pijnacker Hordijk,Den Haag III,25/06/1897,1673508,0.134574593448032,09-08-1918,1063859.38315334
447,00904,J.M.M.H. Merkelbach,Gulpen,15/06/1897,,0.077224398433128,30-10-1926,
448,00036,T.A.J. van Asch van Wijck,Haarlem,11/05/1900,174203.64,0.006045949214027,09-04-1910,160389.972868185
449,01091,F.J.M.A. Reekers,Haarlemmermeer,15/06/1897,234556,0.144821533060269,27-05-1922,120529.531796122
450,01391,J.D. Veegens,Hoogezand,15/06/1897,46534.3,0.088099756031445,27-12-1910,42844.3120616767
451,00975,J.W.J.C.M. van Nispen tot Sevenaer,Katwijk,15/06/1897,1249874.36,0.054368561617703,10-01-1917,846940.96262617
452,00450,C.V. Gerritsen,Leeuwarden,15/06/1897,,0.069367088607595,05-07-1905,
453,01069,H. Pyttersen,Leeuwarden,27/07/1897,10468.36,0.086672117743254,10-09-1919,5517.22831459077
454,01069,H. Pyttersen,Leeuwarden,03/08/1897,10468.36,0.075644222776392,10-09-1919,5517.22831459077
455,00089,A.H.M. van Berckel,Loosduinen,15/06/1897,41260.15,0.110755225893459,10-11-1915,35834.4402851193
456,01085,M. de Ras,Maastricht,02/03/1900,17068.73,0.152501506931887,04-05-1920,8353.31449023259
457,00889,R.P. Mees R.Az.,Rotterdam I,15/06/1897,366416.12,0.149791429654911,04-06-1915,318232.400309866
458,00540,Th. Heemskerk,Sneek,15/06/1897,,0.103364320495795,12-06-1932,
459,00893,J. Meesters 2,Steenwijk,15/06/1897,189500,0.026057030481809,05-01-1904,171135.229530613
460,01110,N. de Ridder,Utrecht I,15/06/1897,-7817.25,0.148276609581617,20-11-1909,-7241.9004034258
461,01271,E.A. Smidt,Veendam,15/06/1897,197995.34,0.191731843575419,14-11-1925,118534.811811988
462,00175,D. Bos,Winschoten,15/06/1897,40350.64,0.046484466246204,06-05-1916,29977.8516782339
463,01385,B.L. Tijdens,Winschoten,27/07/1897,,0.006967741935484,28-05-1904,
464,00766,A. Kuyper,Zuidhorn,15/06/1897,196020,0.141325749288996,08-11-1920,95930.7872568957
465,00469,H. Goeman Borgesius,Zutphen,15/06/1897,237166.64,0.164206336042461,18-01-1917,160709.067097284
466,00293,A. van Dedem,Zwolle,25/06/1897,,0.07955988150656,01-03-1931,
467,00469,H. Goeman Borgesius,Zutphen,14/06/1901,237166.64,0.090148888435652,18-01-1917,160709.067097284
468,00469,H. Goeman Borgesius,Zutphen,27/06/1901,237166.64,0.073389355742297,18-01-1917,160709.067097284
469,00540,Th. Heemskerk,Gouda,14/06/1901,,0.047530481504443,12-06-1932,
470,00264,J.F.W. Conrad,Den Haag II,14/06/1901,46901.34,0.147742218325296,12-08-1902,42479.7307462421
471,00975,J.W.J.C.M. van Nispen tot Sevenaer,Loosduinen,14/06/1901,1249874.36,0.053897799328609,10-01-1917,846940.96262617
472,01075,E.E. van Raalte,Rotterdam V,14/06/1901,102624.57,0.096832908627594,23-03-1921,46191.1688638995
473,00413,E. Fokker,Alkmaar,14/06/1901,106947.5,0.067666721017447,04-06-1936,82434.4643993517
474,00613,H.F.R. Hubrecht,Amsterdam I,14/06/1901,3211360.5,0.110101744186047,01-08-1926,1922560.46292782
475,00486,H.F. Groen van Waarder,Amsterdam II,14/06/1901,712206.54,0.000672494956288,01-10-1904,643185.380982079
476,00567,C.H. den Hertog,Amsterdam III,14/06/1901,-159,0.043129860947443,30-10-1902,-144.010324409761
477,00689,T.M. Ketelaar,Amsterdam V,14/06/1901,-608.38,0.195958472376715,27-06-1936,-468.935500608033
478,00689,T.M. Ketelaar,Amsterdam V,27/06/1901,-608.38,0.023150565709313,27-06-1936,-468.935500608033
479,01352,C.J. den Tex,Amsterdam VI,14/06/1901,,0.037282020444979,05-04-1907,
480,01352,C.J. den Tex,Amsterdam VI,27/06/1901,,0.108820160366552,05-04-1907,
481,00983,P. Nolting,Amsterdam VIII,14/06/1901,1166,0.011536444677504,06-07-1923,678.2984960134
482,04386,F.W. van Styrum,Haarlem,14/06/1901,,0.059009900990099,15-07-1873,
483,01538,F.H. van Wichen,Haarlemmermeer,14/06/1901,,0.146862483311081,06-03-1920,
484,01293,A.P. Staalman,Den Helder,14/06/1901,,0.104666794699443,06-03-1938,
485,01091,F.J.M.A. Reekers,Hilversum,14/06/1901,234556,0.078942731277533,27-05-1922,120529.531796122
486,00144,K. de Boer,Zaandam,14/06/1901,33404.69,0.156850839910949,05-08-1936,25748.1262168483
487,01050,J.J. Pompe van Meerdervoort,Zierikzee,14/06/1901,-6331.17,0.048502415458937,29-11-1918,-4024.76391558266
488,00427,F.J.A.M. Wierdels,Breukelen,14/06/1901,290014.04,0.033197329376855,12-02-1923,168710.194815412
489,01604,G.L. van der Zwaag,Schoterland,14/06/1901,,0.18958904109589,22-04-1923,
490,01604,G.L. van der Zwaag,Weststellingwerf,14/06/1901,,0.016178266178266,22-04-1923,
491,00861,Æ. van Mackay 2,Kampen,14/06/1901,,0.179587831207066,06-03-1876,
492,00175,D. Bos,Winschoten,14/06/1901,40350.64,0.015451970126191,06-05-1916,29977.8516782339
493,01376,P.J. Troelstra,Veendam,30/07/1901,9204.94,0.075221238938053,12-05-1930,5676.08816466017
494,00325,W. Dolk,Den Haag II,11/09/1902,104957.58,0.008647798742138,26-02-1932,72719.6823004152
495,,G.J. Sybrandy,Alkmaar,31/03/1903,,0.142445388349515,,
496,00245,W.K.F.P. graaf van Bylandt,Apeldoorn,16/06/1905,,0.153283701143313,04-07-1924,
497,01454,P. van Vliet,Doetinchem,16/06/1905,,0.175832687838885,19-12-1941,
498,01125,A. Roodhuyzen,Brielle,16/06/1905,918.62,0.120476477683957,20-11-1933,682.473786332104
499,01034,N.G. Pierson,Gorinchem,16/06/1905,,0.015201969016939,24-12-1909,
500,00635,J.C. Jansen,Den Haag III,16/06/1905,201638.63,0.071596406357982,24-03-1925,120715.957562824
501,01411,J.B. Verhey,Rotterdam III,16/06/1905,13153.61,0.14025974025974,04-05-1913,11988.5720342349
502,00540,Th. Heemskerk,Sliedrecht,16/06/1905,,0.132868322558693,12-06-1932,
503,00540,Th. Heemskerk,Sliedrecht,28/06/1905,,0.027978623074505,12-06-1932,
504,00689,T.M. Ketelaar,Amsterdam V,16/06/1905,-608.38,0.188096433952788,27-06-1936,-468.935500608033
505,00071,W.H. de Beaufort,Amsterdam VI,16/06/1905,,0.120701434752904,02-04-1918,
506,00303,C.T. van Deventer,Amsterdam IX,16/06/1905,690315.01,0.023224186630401,27-09-1915,599538.586354305
507,00404,P.B.J. Ferf,Hoorn,16/06/1905,,0.187181467181467,29-04-1916,
508,00144,K. de Boer,Zaandam,16/06/1905,33404.69,0.031440162271805,05-08-1936,25748.1262168483
509,00849,C. Lucasse,Middelburg,16/06/1905,219929.72,0.077380230442693,10-03-1926,131666.371400777
510,01375,F.M. Wibaut,Leeuwarden,16/06/1905,70949.45,0.006687898089172,24-07-1931,46542.4617089451
511,00995,H. Okma,Sneek,16/06/1905,,0.135579156986392,25-10-1907,
512,00995,H. Okma,Sneek,28/06/1905,,0.134072108631185,25-10-1907,
513,01604,G.L. van der Zwaag,Schoterland,16/06/1905,,0.156190876602901,22-04-1923,
514,00615,F.W.N. Hugenholtz,Weststellingwerf,16/06/1905,,0.038391224862889,13-05-1924,
515,00019,J. van Alphen,Ommen,16/06/1905,169915.83,0.1440489432703,15-07-1911,157729.690485883
516,00354,L.F. Duymaer van Twist,Steenwijk,16/06/1905,,0.004508005596145,07-08-1961,
517,00348,H.L. Drucker,Groningen,16/06/1905,3013169.65,0.10337972166998,05-09-1917,2041786.66720306
518,00773,K. ter Laan,Hoogezand,16/06/1905,,0.129244249726177,06-03-1963,
519,01269,H. Smeenge,Meppel,16/06/1905,,0.166394779771615,09-05-1935,
520,00815,F. Lieftinck,Zutphen,01/08/1905,140421.18,0.029433406916851,07-07-1917,95152.3234401757
521,00815,F. Lieftinck,Zutphen,08/08/1905,140421.18,0.128657550360241,07-07-1917,95152.3234401757
522,00888,P.R. Mees,Rotterdam V,07/09/1905,286640,0.123680649526387,25-05-1931,188034.314913675
523,01446,J.T. de Visser,Leiden,26/10/1906,39590.62,0.150743099787686,14-04-1932,27430.294300578
524,,J. van der Molen Tz.,Franeker,02/10/1907,,0.041920850930706,,
525,00432,D.J. de Geer,Schiedam,09/10/1907,,0.178117876913058,27-11-1960,
526,00934,J. van der Molen Tz.,Sliedrecht,13/03/1908,,0.192965928717224,12-11-1939,
