,Unnamed: 0,Naam,Aanbevolen door,Aantal stemmen,Procentueel,District,Verkiezingdatum,Type,Omvang electoraat,Aantal stembriefjes,Aantal stemmen geldig,Aantal stemmen blanco,Aantal zetels,Kiesdrempel,Opkomst,margin
1570,1570,mr. C. Pijnacker Hordijk,(AH)*,1337.0,47.74%,Tiel,28/10/1884,algemeen,3266,2827,5601.0,49,2.0,1400,5598.0,-0.016434440871739908
1571,1571,jhr.mr. G.J.T. Beelaerts van Blokland,AR(DT),1609.0,51.01%,Tiel,15/06/1886,algemeen,3401,3187,6309.0,65,2.0,1577,6299.0,0.006667725035719956
1572,1572,F.W.J. baron van Aylva van Pallandt,AR(DT),1602.0,50.78%,Tiel,15/06/1886,algemeen,3401,3187,6309.0,65,2.0,1577,6299.0,0.00555643752976663
1573,1573,mr. H.J. Dijckmeester,(AH)*,1567.0,49.68%,Tiel,15/06/1886,algemeen,3401,3187,6309.0,65,2.0,1577,6299.0,-0.00555643752976663
1574,1574,mr. P. Rink,(AH)*,1521.0,48.22%,Tiel,15/06/1886,algemeen,3401,3187,6309.0,65,2.0,1577,6299.0,-0.012859183997459915
1575,1575,F.W.J. baron van Aylva van Pallandt,AR(DT),1606.0,58.63%,Tiel,01/09/1887,algemeen,3377,2767,5478.0,56,2.0,1370,5458.0,0.08482960791498717
1576,1576,jhr.mr. G.J.T. Beelaerts van Blokland,AR(DT),1605.0,58.60%,Tiel,01/09/1887,algemeen,3377,2767,5478.0,56,2.0,1370,5458.0,0.08464639061927445
1577,1577,mr. P. Rink,,1143.0,41.73%,Tiel,01/09/1887,algemeen,3377,2767,5478.0,56,2.0,1370,5458.0,-0.08464639061927445
1578,1578,mr. M. Tydeman jr.,,1104.0,40.31%,Tiel,01/09/1887,algemeen,3377,2767,5478.0,56,2.0,1370,5458.0,-0.09179186515207036
1579,1579,mr. A.W. Engelen,,1335.0,57.42%,Amersfoort,27/08/1850,algemeen,2935,2364,4650.0,22,2.0,1163,4450.0,0.10966292134831461
1580,1580,mr. S. van Walchren,,1209.0,52.00%,Amersfoort,27/08/1850,algemeen,2935,2364,4650.0,22,2.0,1163,4450.0,0.08134831460674158
1581,1581,E.W. van Dam van Isselt,,847.0,36.43%,Amersfoort,27/08/1850,algemeen,2935,2364,4650.0,22,2.0,1163,4450.0,-0.08134831460674158
1582,1582,mr. J.M. de Kempenaer,,710.0,30.54%,Amersfoort,27/08/1850,algemeen,2935,2364,4650.0,22,2.0,1163,4450.0,-0.11213483146067416
1583,1583,mr. J.J. van den Hagen van den Heuvel,,100.0,4.30%,Amersfoort,27/08/1850,algemeen,2935,2364,4650.0,22,2.0,1163,4450.0,-0.24921348314606742
1584,1584,mr. J. Ackersdijk,,98.0,4.22%,Amersfoort,27/08/1850,algemeen,2935,2364,4650.0,22,2.0,1163,4450.0,-0.2496629213483146
1585,1585,mr. G. Groen van Prinsterer,,58.0,2.49%,Amersfoort,27/08/1850,algemeen,2935,2364,4650.0,22,2.0,1163,4450.0,-0.25865168539325845
1586,1586,mr. H.A. Laan,,53.0,2.28%,Amersfoort,27/08/1850,algemeen,2935,2364,4650.0,22,2.0,1163,4450.0,-0.2597752808988764
1587,1587,mr. Æ. baron van Mackay,,40.0,1.72%,Amersfoort,27/08/1850,algemeen,2935,2364,4650.0,22,2.0,1163,4450.0,-0.26269662921348313
1588,1588,mr. A.W. Engelen,,990.0,58.30%,Amersfoort,08/06/1852,periodiek,2955,1724,1698.0,22,1.0,849,1619.0,0.2779493514515133
1589,1589,mr. G. Groen van Prinsterer,,540.0,31.80%,Amersfoort,08/06/1852,periodiek,2955,1724,1698.0,22,1.0,849,1619.0,-0.2779493514515133
1590,1590,mr. B.G.A. Pabst,,89.0,5.24%,Amersfoort,08/06/1852,periodiek,2955,1724,1698.0,22,1.0,849,1619.0,-0.5565163681284744
1591,1591,mr. J.F. baron van Reede van Oudtshoorn,,1393.0,57.51%,Amersfoort,17/05/1853,algemeen,3016,2454,4844.0,50,2.0,1211,4763.0,0.08692000839806845
1592,1592,mr. J.M. de Kempenaer,,1102.0,45.50%,Amersfoort,17/05/1853,algemeen,3016,2454,4844.0,50,2.0,1211,4763.0,0.0258240604660928
1593,1593,mr. A.W. Engelen,,979.0,40.42%,Amersfoort,17/05/1853,algemeen,3016,2454,4844.0,50,2.0,1211,4763.0,-0.0258240604660928
1594,1594,mr. S. van Walchren,,812.0,33.53%,Amersfoort,17/05/1853,algemeen,3016,2454,4844.0,50,2.0,1211,4763.0,-0.0608859962208692
1595,1595,mr. W.L.F.C. ridder van Rappard,,424.0,17.51%,Amersfoort,17/05/1853,algemeen,3016,2454,4844.0,50,2.0,1211,4763.0,-0.14234726013017007
1596,1596,mr. B.G.A. Pabst,,53.0,2.19%,Amersfoort,17/05/1853,algemeen,3016,2454,4844.0,50,2.0,1211,4763.0,-0.22023934495066136
1597,1597,mr. W.L.F.C. ridder van Rappard,,1121.0,55.03%,Amersfoort,06/06/1853,tussentijds,3016,2052,2037.0,7,1.0,1019,1993.0,0.16557952834922227
1598,1598,mr. A.W. Engelen,,791.0,38.83%,Amersfoort,06/06/1853,tussentijds,3016,2052,2037.0,7,1.0,1019,1993.0,-0.16557952834922227
1599,1599,mr. S. van Walchren,,81.0,3.98%,Amersfoort,06/06/1853,tussentijds,3016,2052,2037.0,7,1.0,1019,1993.0,-0.5218263923733065
1600,1600,mr. W.L.F.C. ridder van Rappard,,879.0,53.76%,Amersfoort,13/06/1854,periodiek,3016,1653,1635.0,17,1.0,818,1561.0,0.3203074951953876
1601,1601,mr. A.W. Engelen,,379.0,23.18%,Amersfoort,13/06/1854,periodiek,3016,1653,1635.0,17,1.0,818,1561.0,-0.3203074951953876
1602,1602,mr. W.J.C. van Hasselt,,303.0,18.53%,Amersfoort,13/06/1854,periodiek,3016,1653,1635.0,17,1.0,818,1561.0,-0.3689942344650865
1603,1603,mr. A.W. Engelen,,622.0,35.48%,Amersfoort,10/06/1856,periodiek,3022,1775,1753.0,9,1.0,877,1731.0,0.03004043905257077
1604,1604,mr. J.F. baron van Reede van Oudtshoorn,,570.0,32.52%,Amersfoort,10/06/1856,periodiek,3022,1775,1753.0,9,1.0,877,1731.0,-0.03004043905257077
1605,1605,S.A. van Hoogstraten,,297.0,16.94%,Amersfoort,10/06/1856,periodiek,3022,1775,1753.0,9,1.0,877,1731.0,-0.1877527440785673
1606,1606,mr. W.J.C. van Hasselt,,194.0,11.07%,Amersfoort,10/06/1856,periodiek,3022,1775,1753.0,9,1.0,877,1731.0,-0.24725592143269787
1607,1607,N.B. Donkersloot,,48.0,2.74%,Amersfoort,10/06/1856,periodiek,3022,1775,1753.0,9,1.0,877,1731.0,-0.3316002310803004
1608,1608,mr. J.F. baron van Reede van Oudtshoorn,,1117.0,54.33%,Amersfoort,24/06/1856,herstemming,3022,2069,2056.0,8,1.0,1028,2056.0,0.08657587548638132
1609,1609,mr. A.W. Engelen,,939.0,45.67%,Amersfoort,24/06/1856,herstemming,3022,2069,2056.0,8,1.0,1028,2056.0,-0.08657587548638132
1610,1610,jhr.mr. H.A.M. van Asch van Wijck,,601.0,39.62%,Amersfoort,22/09/1857,tussentijds,3022,1549,1517.0,9,1.0,759,1492.0,0.00871313672922252
1611,1611,mr. A.W. Engelen,,588.0,38.76%,Amersfoort,22/09/1857,tussentijds,3022,1549,1517.0,9,1.0,759,1492.0,-0.00871313672922252
1612,1612,S.A. van Hoogstraten,,202.0,13.32%,Amersfoort,22/09/1857,tussentijds,3022,1549,1517.0,9,1.0,759,1492.0,-0.26742627345844505
1613,1613,mr. W.J.C. van Hasselt,,101.0,6.66%,Amersfoort,22/09/1857,tussentijds,3022,1549,1517.0,9,1.0,759,1492.0,-0.3351206434316354
1614,1614,jhr.mr. H.A.M. van Asch van Wijck,,976.0,57.45%,Amersfoort,06/10/1857,herstemming,3022,1711,1699.0,8,1.0,850,1699.0,0.1489111241907004
1615,1615,mr. A.W. Engelen,,723.0,42.55%,Amersfoort,06/10/1857,herstemming,3022,1711,1699.0,8,1.0,850,1699.0,-0.1489111241907004
1616,1616,jhr.mr. H.A.M. van Asch van Wijck,,865.0,59.17%,Amersfoort,08/06/1858,periodiek,3082,1499,1462.0,12,1.0,731,1406.0,0.23044096728307253
1617,1617,mr. A.W. Engelen,,541.0,37.00%,Amersfoort,08/06/1858,periodiek,3082,1499,1462.0,12,1.0,731,1406.0,-0.23044096728307253
1618,1618,mr. G. Groen van Prinsterer,,427.0,34.55%,Amersfoort,24/04/1860,tussentijds,2763,1266,1236.0,6,1.0,618,1197.0,0.040100250626566414
1619,1619,mr. J.K. baron van Goltstein,,379.0,30.66%,Amersfoort,24/04/1860,tussentijds,2763,1266,1236.0,6,1.0,618,1197.0,-0.040100250626566414
1620,1620,mr. W.J.C. van Hasselt,,170.0,13.75%,Amersfoort,24/04/1860,tussentijds,2763,1266,1236.0,6,1.0,618,1197.0,-0.214703425229741
1621,1621,mr. A.G.J. baron van Taets van Amerongen,,91.0,7.36%,Amersfoort,24/04/1860,tussentijds,2763,1266,1236.0,6,1.0,618,1197.0,-0.2807017543859649
1622,1622,mr. A.W. Engelen,,71.0,5.74%,Amersfoort,24/04/1860,tussentijds,2763,1266,1236.0,6,1.0,618,1197.0,-0.29741019214703424
1623,1623,dr. A. Vrolik,,59.0,4.77%,Amersfoort,24/04/1860,tussentijds,2763,1266,1236.0,6,1.0,618,1197.0,-0.30743525480367584
1624,1624,mr. J.K. baron van Goltstein,,724.0,52.31%,Amersfoort,08/05/1860,herstemming,2763,1395,1384.0,5,1.0,692,1384.0,0.046242774566473986
1625,1625,mr. G. Groen van Prinsterer,,660.0,47.69%,Amersfoort,08/05/1860,herstemming,2763,1395,1384.0,5,1.0,692,1384.0,-0.046242774566473986
1626,1626,mr. J.K. baron van Goltstein,,725.0,69.78%,Amersfoort,12/06/1860,periodiek,2763,1070,1039.0,12,1.0,520,1611.0,0.07883302296710118
1627,1627,jhr.mr. H.A.M. van Asch van Wijck,,598.0,57.56%,Amersfoort,12/06/1860,periodiek,2763,1070,1039.0,12,1.0,520,1611.0,-0.07883302296710118
1628,1628,mr. G. Groen van Prinsterer,,210.0,20.21%,Amersfoort,12/06/1860,periodiek,2763,1070,1039.0,12,1.0,520,1611.0,-0.3196772191185599
1629,1629,mr. A.W. Engelen,,78.0,7.51%,Amersfoort,12/06/1860,periodiek,2763,1070,1039.0,12,1.0,520,1611.0,-0.4016139044072005
1630,1630,jhr.mr. H.A.M. van Asch van Wijck,,598.0,47.31%,Amersfoort,10/06/1862,periodiek,2801,1300,1264.0,13,1.0,632,1242.0,0.0571658615136876
1631,1631,mr. H. Verloren van Themaat,,527.0,41.69%,Amersfoort,10/06/1862,periodiek,2801,1300,1264.0,13,1.0,632,1242.0,-0.0571658615136876
1632,1632,mr. G.A. de Meester,,69.0,5.46%,Amersfoort,10/06/1862,periodiek,2801,1300,1264.0,13,1.0,632,1242.0,-0.42592592592592593
1633,1633,mr. G. Groen van Prinsterer,,48.0,3.80%,Amersfoort,10/06/1862,periodiek,2801,1300,1264.0,13,1.0,632,1242.0,-0.4428341384863124
1634,1634,jhr.mr. H.A.M. van Asch van Wijck,,973.0,58.23%,Amersfoort,24/06/1862,herstemming,2801,1687,1671.0,13,1.0,836,1671.0,0.16457211250748055
1635,1635,mr. H. Verloren van Themaat,,698.0,41.77%,Amersfoort,24/06/1862,herstemming,2801,1687,1671.0,13,1.0,836,1671.0,-0.16457211250748055
1636,1636,mr. J.K. baron van Goltstein,,683.0,60.87%,Amersfoort,14/06/1864,periodiek,2838,1185,1122.0,14,1.0,561,1073.0,0.3494874184529357
1637,1637,mr. J.P.J.A. graaf van Zuylen van Nijevelt,,308.0,27.45%,Amersfoort,14/06/1864,periodiek,2838,1185,1122.0,14,1.0,561,1073.0,-0.3494874184529357
1638,1638,mr. H. Verloren van Themaat,,82.0,7.31%,Amersfoort,14/06/1864,periodiek,2838,1185,1122.0,14,1.0,561,1073.0,-0.5601118359739049
1639,1639,jhr.mr. H.A.M. van Asch van Wijck,,895.0,74.27%,Amersfoort,12/06/1866,periodiek,2804,1245,1205.0,14,1.0,603,1157.0,0.547104580812446
1640,1640,mr. H. Verloren van Themaat,,262.0,21.74%,Amersfoort,12/06/1866,periodiek,2804,1245,1205.0,14,1.0,603,1157.0,-0.547104580812446
1641,1641,mr. J.K. baron van Goltstein,,1740.0,78.29%,Amersfoort,30/10/1866,algemeen,2804,2241,4445.0,29,2.0,1111,4348.0,0.2874885004599816
1642,1642,mr. E.L. baron van Hardenbroek van Lockhorst,,1354.0,60.92%,Amersfoort,30/10/1866,algemeen,2804,2241,4445.0,29,2.0,1111,4348.0,0.19871205151793928
1643,1643,jhr.mr. L.H. van Asch van Wijck,,490.0,22.05%,Amersfoort,30/10/1866,algemeen,2804,2241,4445.0,29,2.0,1111,4348.0,-0.19871205151793928
1644,1644,mr. H. Verloren van Themaat,,304.0,13.68%,Amersfoort,30/10/1866,algemeen,2804,2241,4445.0,29,2.0,1111,4348.0,-0.24149034038638453
1645,1645,mr. W.R. Boer,,184.0,8.28%,Amersfoort,30/10/1866,algemeen,2804,2241,4445.0,29,2.0,1111,4348.0,-0.2690892364305428
1646,1646,jhr.mr. J.W. van Loon,,93.0,4.18%,Amersfoort,30/10/1866,algemeen,2804,2241,4445.0,29,2.0,1111,4348.0,-0.29001839926402945
1647,1647,mr. W.F.H. baron van Wassenaer van den Briellard,,65.0,2.92%,Amersfoort,30/10/1866,algemeen,2804,2241,4445.0,29,2.0,1111,4348.0,-0.29645814167433304
1648,1648,mr. J. Schimmel,,56.0,2.52%,Amersfoort,30/10/1866,algemeen,2804,2241,4445.0,29,2.0,1111,4348.0,-0.2985280588776449
1649,1649,J.L. Bernhardi,,33.0,1.48%,Amersfoort,30/10/1866,algemeen,2804,2241,4445.0,29,2.0,1111,4348.0,-0.30381784728610856
1650,1650,mr. S.J. van Geuns,,29.0,1.30%,Amersfoort,30/10/1866,algemeen,2804,2241,4445.0,29,2.0,1111,4348.0,-0.3047378104875805
1651,1651,mr. E.L. baron van Hardenbroek van Lockhorst,,1327.0,89.54%,Amersfoort,22/01/1868,algemeen,2874,1511,2964.0,40,2.0,741,2843.0,0.43334505803728457
1652,1652,mr. J.K. baron van Goltstein,,1306.0,88.12%,Amersfoort,22/01/1868,algemeen,2874,1511,2964.0,40,2.0,741,2843.0,0.42595849454801266
1653,1653,mr. H. Verloren van Themaat,,95.0,6.41%,Amersfoort,22/01/1868,algemeen,2874,1511,2964.0,40,2.0,741,2843.0,-0.42595849454801266
1654,1654,mr. W.R. Boer,,82.0,5.53%,Amersfoort,22/01/1868,algemeen,2874,1511,2964.0,40,2.0,741,2843.0,-0.4305311290889905
1655,1655,mr. G. Groen van Prinsterer,,33.0,2.23%,Amersfoort,22/01/1868,algemeen,2874,1511,2964.0,40,2.0,741,2843.0,-0.4477664438972916
1656,1656,jhr.mr. J.W. van Loon,(DT)*,850.0,51.55%,Amersfoort,08/06/1869,periodiek,2864,1676,1649.0,20,1.0,825,1612.0,0.05459057071960298
1657,1657,mr. J.K. baron van Goltstein,AK/DZH,762.0,46.21%,Amersfoort,08/06/1869,periodiek,2864,1676,1649.0,20,1.0,825,1612.0,-0.05459057071960298
1658,1658,mr. E.L. baron van Hardenbroek van Lockhorst,(DT)*,760.0,44.97%,Amersfoort,13/06/1871,periodiek,2862,1702,1690.0,8,1.0,845,1624.0,0.1933497536945813
1659,1659,J.A. Alberdingk Thijm,,446.0,26.39%,Amersfoort,13/06/1871,periodiek,2862,1702,1690.0,8,1.0,845,1624.0,-0.1933497536945813
1660,1660,J. Wolbers,,232.0,13.73%,Amersfoort,13/06/1871,periodiek,2862,1702,1690.0,8,1.0,845,1624.0,-0.3251231527093596
1661,1661,M.D. van Otterloo,,186.0,11.01%,Amersfoort,13/06/1871,periodiek,2862,1702,1690.0,8,1.0,845,1624.0,-0.35344827586206895
1662,1662,mr. E.L. baron van Hardenbroek van Lockhorst,(DZH)*,1559.0,73.57%,Amersfoort,27/06/1871,herstemming,2862,2130,2119.0,5,1.0,1060,2119.0,0.4714487966021708
1663,1663,J.A. Alberdingk Thijm,,560.0,26.43%,Amersfoort,27/06/1871,herstemming,2862,2130,2119.0,5,1.0,1060,2119.0,-0.4714487966021708
1664,1664,jhr.mr. J.W. van Loon,AR,1149.0,52.95%,Amersfoort,10/06/1873,periodiek,2974,2177,2170.0,5,1.0,1085,2166.0,0.18005540166204986
1665,1665,mr. J.K. baron van Goltstein,,759.0,34.98%,Amersfoort,10/06/1873,periodiek,2974,2177,2170.0,5,1.0,1085,2166.0,-0.18005540166204986
1666,1666,L. Mulder,(AH)*,190.0,8.76%,Amersfoort,10/06/1873,periodiek,2974,2177,2170.0,5,1.0,1085,2166.0,-0.4427516158818098
1667,1667,J.A. Alberdingk Thijm,,68.0,3.13%,Amersfoort,10/06/1873,periodiek,2974,2177,2170.0,5,1.0,1085,2166.0,-0.49907663896583565
1668,1668,jhr.mr. M.M. van Asch van Wijck,,909.0,47.69%,Amersfoort,23/06/1874,tussentijds,3027,1918,1906.0,5,1.0,953,1880.0,0.045744680851063826
1669,1669,mr. W. baron van Goltstein,,823.0,43.18%,Amersfoort,23/06/1874,tussentijds,3027,1918,1906.0,5,1.0,953,1880.0,-0.045744680851063826
1670,1670,mr. G.M. van der Linden,,148.0,7.77%,Amersfoort,23/06/1874,tussentijds,3027,1918,1906.0,5,1.0,953,1880.0,-0.4047872340425532
1671,1671,mr. W. baron van Goltstein,,1282.0,52.16%,Amersfoort,07/07/1874,herstemming,3027,2468,2458.0,4,1.0,1229,2458.0,0.043124491456468676
1672,1672,jhr.mr. M.M. van Asch van Wijck,,1176.0,47.84%,Amersfoort,07/07/1874,herstemming,3027,2468,2458.0,4,1.0,1229,2458.0,-0.043124491456468676
1673,1673,jhr.mr. M.M. van Asch van Wijck,,1057.0,58.27%,Amersfoort,17/09/1874,tussentijds,3027,1862,1814.0,41,1.0,907,1783.0,0.31519910263600676
1674,1674,mr. M.J. Pijnappel,,495.0,27.29%,Amersfoort,17/09/1874,tussentijds,3027,1862,1814.0,41,1.0,907,1783.0,-0.31519910263600676
1675,1675,mr. H. Verloren van Themaat,,231.0,12.73%,Amersfoort,17/09/1874,tussentijds,3027,1862,1814.0,41,1.0,907,1783.0,-0.4632641615255188
1676,1676,jhr.mr. M.M. van Asch van Wijck,AR(DT/DZH),1451.0,73.25%,Amersfoort,08/06/1875,periodiek,3059,2002,1981.0,15,1.0,991,1944.0,0.492798353909465
1677,1677,mr. H. Verloren van Themaat,(AH)*,493.0,24.89%,Amersfoort,08/06/1875,periodiek,3059,2002,1981.0,15,1.0,991,1944.0,-0.492798353909465
1678,1678,mr. Æ. baron van Mackay 2,,1168.0,64.78%,Amersfoort,04/04/1876,tussentijds,3059,1817,1803.0,9,1.0,902,1781.0,0.3116226838854576
1679,1679,mr. W.H. de Beaufort,,613.0,34.00%,Amersfoort,04/04/1876,tussentijds,3059,1817,1803.0,9,1.0,902,1781.0,-0.3116226838854576
1680,1680,mr. Æ. baron van Mackay 2,AR(DT),1162.0,59.80%,Amersfoort,12/06/1877,periodiek,3259,1959,1943.0,11,1.0,972,1942.0,0.19670442842430483
1681,1681,mr. W. baron van Goltstein,(AH)*,780.0,40.14%,Amersfoort,12/06/1877,periodiek,3259,1959,1943.0,11,1.0,972,1942.0,-0.19670442842430483
1682,1682,jhr.mr. M.M. van Asch van Wijck,,1298.0,76.04%,Amersfoort,28/01/1879,tussentijds,3041,1730,1707.0,13,1.0,854,1691.0,0.5351862803075104
1683,1683,H.C. van der Houven van Oordt,,393.0,23.02%,Amersfoort,28/01/1879,tussentijds,3041,1730,1707.0,13,1.0,854,1691.0,-0.5351862803075104
1684,1684,jhr.mr. M.M. van Asch van Wijck,AR(DT),1190.0,65.53%,Amersfoort,10/06/1879,periodiek,3116,1828,1816.0,3,1.0,908,1807.0,0.3171001660210293
1685,1685,mr. W. baron van Goltstein,(AH)*,617.0,33.98%,Amersfoort,10/06/1879,periodiek,3116,1828,1816.0,3,1.0,908,1807.0,-0.3171001660210293
1686,1686,mr. Æ. baron van Mackay 2,AR(DT),1101.0,78.59%,Amersfoort,14/06/1881,periodiek,3239,1467,1401.0,62,1.0,701,1333.0,0.6519129782445612
1687,1687,K.W. van Gorkom,(AH)*,232.0,16.56%,Amersfoort,14/06/1881,periodiek,3239,1467,1401.0,62,1.0,701,1333.0,-0.6519129782445612
1688,1688,mr. W.K.F.P. graaf van Bylandt,,1285.0,69.12%,Amersfoort,17/10/1882,tussentijds,3290,1879,1859.0,11,1.0,930,1847.0,0.3914455874390904
1689,1689,K.W. van Gorkom,,562.0,30.23%,Amersfoort,17/10/1882,tussentijds,3290,1879,1859.0,11,1.0,930,1847.0,-0.3914455874390904
1690,1690,mr. W.K.F.P. graaf van Bylandt,AR(DT),1458.0,71.96%,Amersfoort,12/06/1883,periodiek,3358,2041,2026.0,10,1.0,1013,2013.0,0.4485842026825633
1691,1691,K.W. van Gorkom,(AH)*,555.0,27.39%,Amersfoort,12/06/1883,periodiek,3358,2041,2026.0,10,1.0,1013,2013.0,-0.4485842026825633
1692,1692,mr. Æ. baron van Mackay 2,AR(DT),1560.0,66.64%,Amersfoort,28/10/1884,algemeen,3460,2360,4682.0,36,2.0,1171,4670.0,0.1640256959314775
1693,1693,mr. W.K.F.P. graaf van Bylandt,AR(DT),1556.0,66.47%,Amersfoort,28/10/1884,algemeen,3460,2360,4682.0,36,2.0,1171,4670.0,0.163169164882227
1694,1694,mr. W.H. de Beaufort,(AH)*,794.0,33.92%,Amersfoort,28/10/1884,algemeen,3460,2360,4682.0,36,2.0,1171,4670.0,-0.163169164882227
1695,1695,K.W. van Gorkom,(AH)*,760.0,32.46%,Amersfoort,28/10/1884,algemeen,3460,2360,4682.0,36,2.0,1171,4670.0,-0.17044967880085654
1696,1696,mr. Æ. baron van Mackay 2,AR(DT),1803.0,67.43%,Amersfoort,15/06/1886,algemeen,3650,2698,5348.0,34,2.0,1337,5318.0,0.17713426100037608
1697,1697,mr. W.K.F.P. graaf van Bylandt,AR(DT),1799.0,67.28%,Amersfoort,15/06/1886,algemeen,3650,2698,5348.0,34,2.0,1337,5318.0,0.17638209853328318
1698,1698,jhr.mr. J.E. Huydecoper van Nigtevecht,(AH)*,861.0,32.20%,Amersfoort,15/06/1886,algemeen,3650,2698,5348.0,34,2.0,1337,5318.0,-0.17638209853328318
1699,1699,mr. F.A.R.A. baron van Ittersum,(AH)*,855.0,31.97%,Amersfoort,15/06/1886,algemeen,3650,2698,5348.0,34,2.0,1337,5318.0,-0.17751034223392254
1700,1700,mr. L.W.C. Keuchenius,,1255.0,50.08%,Amersfoort,20/07/1886,tussentijds,3650,2516,2506.0,3,1.0,1253,2506.0,0.23663208300079808
1701,1701,jhr.mr. J.E. Huydecoper van Nigtevecht,,662.0,26.42%,Amersfoort,20/07/1886,tussentijds,3650,2516,2506.0,3,1.0,1253,2506.0,-0.23663208300079808
1702,1702,mr. R.J. graaf van Schimmelpenninck,,589.0,23.50%,Amersfoort,20/07/1886,tussentijds,3650,2516,2506.0,3,1.0,1253,2506.0,-0.2657621707901037
1703,1703,mr. W.K.F.P. graaf van Bylandt,AR(DT),1580.0,80.24%,Amersfoort,01/09/1887,algemeen,3624,2004,3938.0,58,2.0,985,3694.0,0.32891174878180834
1704,1704,mr. L.W.C. Keuchenius,AR,1402.0,71.20%,Amersfoort,01/09/1887,algemeen,3624,2004,3938.0,58,2.0,985,3694.0,0.28072550081212777
1705,1705,jhr.mr. J.E. Huydecoper van Nigtevecht,,365.0,18.54%,Amersfoort,01/09/1887,algemeen,3624,2004,3938.0,58,2.0,985,3694.0,-0.28072550081212777
1706,1706,mr. F.A.R.A. baron van Ittersum,,347.0,17.62%,Amersfoort,01/09/1887,algemeen,3624,2004,3938.0,58,2.0,985,3694.0,-0.2855982674607472
1707,1707,mr. J.K. baron van Goltstein,,1744.0,90.79%,Utrecht,27/08/1850,algemeen,2519,1971,3842.0,58,2.0,961,3635.0,0.32682255845942226
1708,1708,E.C.U. van Doorn,,1185.0,61.69%,Utrecht,27/08/1850,algemeen,2519,1971,3842.0,58,2.0,961,3635.0,0.17303988995873454
1709,1709,mr. B.G.A. Pabst,,556.0,28.94%,Utrecht,27/08/1850,algemeen,2519,1971,3842.0,58,2.0,961,3635.0,-0.17303988995873454
1710,1710,mr. J.F. baron van Reede van Oudtshoorn,,77.0,4.01%,Utrecht,27/08/1850,algemeen,2519,1971,3842.0,58,2.0,961,3635.0,-0.3048143053645117
1711,1711,mr. J. Hora Siccama,,73.0,3.80%,Utrecht,27/08/1850,algemeen,2519,1971,3842.0,58,2.0,961,3635.0,-0.30591471801925724
1712,1712,mr. J.K. baron van Goltstein,,992.0,91.26%,Utrecht,08/06/1852,periodiek,2559,1148,1087.0,18,1.0,544,992.0,999.0
1713,1713,mr. J.K. baron van Goltstein,,1843.0,95.12%,Utrecht,17/05/1853,algemeen,2599,1958,3875.0,19,2.0,969,3793.0,0.34695491695228053
1714,1714,jhr.mr. H.A.M. van Asch van Wijck,,952.0,49.14%,Utrecht,17/05/1853,algemeen,2599,1958,3875.0,19,2.0,969,3793.0,0.11204851041392037
1715,1715,jhr.mr. P.A.M. van Oosthuijse van Rijckevorsel van Rijsenburg,,527.0,27.20%,Utrecht,17/05/1853,algemeen,2599,1958,3875.0,19,2.0,969,3793.0,-0.11204851041392037
1716,1716,mr. N.P.J. Kien,,443.0,22.86%,Utrecht,17/05/1853,algemeen,2599,1958,3875.0,19,2.0,969,3793.0,-0.13419456894278936
1717,1717,mr. J.R. Thorbecke,,28.0,1.45%,Utrecht,17/05/1853,algemeen,2599,1958,3875.0,19,2.0,969,3793.0,-0.24360664381755867
1718,1718,jhr.mr. H.A.M. van Asch van Wijck,,1301.0,70.21%,Utrecht,31/05/1853,herstemming,2599,1872,1853.0,15,1.0,927,1853.0,0.4042093901780896
1719,1719,jhr.mr. P.A.M. van Oosthuijse van Rijckevorsel van Rijsenburg,,552.0,29.79%,Utrecht,31/05/1853,herstemming,2599,1872,1853.0,15,1.0,927,1853.0,-0.4042093901780896
1720,1720,jhr.mr. H.A.M. van Asch van Wijck,,687.0,49.71%,Utrecht,13/06/1854,periodiek,2599,1404,1382.0,15,1.0,691,1330.0,0.03308270676691729
1721,1721,mr. N.P.J. Kien,,643.0,46.53%,Utrecht,13/06/1854,periodiek,2599,1404,1382.0,15,1.0,691,1330.0,-0.03308270676691729
1722,1722,mr. N.P.J. Kien,,825.0,56.39%,Utrecht,27/06/1854,herstemming,2599,1483,1463.0,11,1.0,732,1463.0,0.12781954887218044
1723,1723,jhr.mr. H.A.M. van Asch van Wijck,,638.0,43.61%,Utrecht,27/06/1854,herstemming,2599,1483,1463.0,11,1.0,732,1463.0,-0.12781954887218044
1724,1724,mr. J.K. baron van Goltstein,,749.0,69.93%,Utrecht,10/06/1856,periodiek,2697,1104,1071.0,21,1.0,536,991.0,0.5116044399596368
1725,1725,mr. J.J.L. van der Brugghen,,242.0,22.60%,Utrecht,10/06/1856,periodiek,2697,1104,1071.0,21,1.0,536,991.0,-0.5116044399596368
1726,1726,mr. E. du Marchie van Voorthuysen,,952.0,65.84%,Utrecht,07/04/1858,tussentijds,2697,1472,1446.0,17,1.0,723,1416.0,0.4117231638418079
1727,1727,mr. B.G.A. Pabst,,369.0,25.52%,Utrecht,07/04/1858,tussentijds,2697,1472,1446.0,17,1.0,723,1416.0,-0.4117231638418079
1728,1728,mr. J.J.L. van der Brugghen,,95.0,6.57%,Utrecht,07/04/1858,tussentijds,2697,1472,1446.0,17,1.0,723,1416.0,-0.605225988700565
